el,f11,f12,f13,f21,f22,f23
90377, 0.824907, -0.339347, 0.452075, 0.115683, 0.716502, 0.687926
90378, 0.763546, -0.368300, 0.530428, 0.021181, 0.698100, 0.715687
90379, 0.827719, -0.322842, 0.458970, 0.062904, 0.704458, 0.706952
90380, 0.800052, -0.396840, 0.449928, 0.152167, 0.806216, 0.571717
90381, 0.779041, -0.422197, 0.463515, 0.175517, 0.802372, 0.570432
90382, 0.731709, -0.433077, 0.526351, 0.222200, 0.771921, 0.595622
90383, 0.782342, -0.410802, 0.468170, 0.194840, 0.824374, 0.531456
90384, 0.814223, -0.333356, 0.475306, 0.032761, 0.726041, 0.686871
90385, 0.790056, -0.387087, 0.475369, 0.095858, 0.779936, 0.618475
90386, 0.791999, -0.396913, 0.463894, 0.135158, 0.756911, 0.639388
90387, 0.793699, -0.372209, 0.481148, 0.113227, 0.748279, 0.653650
90388, 0.756298, -0.421768, 0.500125, 0.227279, 0.829164, 0.510717
90389, 0.844364, -0.286802, 0.452543, 0.004664, 0.668673, 0.743542
90390, 0.793926, -0.387032, 0.468921, 0.151244, 0.801010, 0.579231
90391, 0.769374, -0.405343, 0.493722, 0.175642, 0.848999, 0.498347
90392, 0.755194, -0.412475, 0.509457, 0.169414, 0.785222, 0.595588
90393, 0.962517, -0.146864, 0.228019, 0.003642, 0.591151, 0.806553
90394, 0.629959, 0.689092, -0.358196, -0.124276, 0.465827, 0.876105
90395, 0.806390, 0.576040, -0.133843, -0.163719, 0.433989, 0.885917
90396, 0.685678, 0.721792, -0.094140, -0.266543, 0.345311, 0.899842
90397, 0.974946, 0.086974, -0.204734, 0.106918, 0.658655, 0.744810
90398, 0.746548, 0.663116, -0.054247, -0.348601, 0.403955, 0.845753
90399, 0.826114, 0.464399, -0.319169, -0.060291, 0.612487, 0.788178
90400, 0.965888, 0.087062, 0.243885, -0.230237, 0.538036, 0.810869
90401, 0.974492, 0.056940, 0.217081, -0.174181, 0.529272, 0.830381
90402, 0.988346, 0.151613, -0.013657, -0.036434, 0.568171, 0.822103
90403, 0.954958, 0.281198, 0.094772, -0.187958, 0.482645, 0.855410
90404, 0.737560, 0.614977, -0.278942, -0.160827, 0.498893, 0.851610
90405, 0.994853, -0.067764, -0.075333, 0.113152, 0.659704, 0.742958
90406, 0.859695, 0.406128, -0.309813, -0.014732, 0.594007, 0.804325
90407, 0.705903, -0.162977, 0.689304, -0.445010, -0.032139, 0.894948
90408, 0.828015, -0.350717, 0.437481, 0.045378, 0.678355, 0.733332
90409, 0.887174, -0.296895, 0.353237, 0.134353, 0.599660, 0.788896
90410, 0.841411, -0.414175, 0.347111, 0.315887, 0.571620, 0.757275
90411, 0.856719, -0.413625, 0.308134, 0.333908, 0.678650, 0.654170
90412, 0.730517, -0.421620, 0.537198, 0.192282, 0.785740, 0.587912
90413, 0.669766, -0.500705, 0.548369, 0.250187, 0.713624, 0.654329
90414, 0.741244, -0.412756, 0.529330, 0.125600, 0.739759, 0.661046
90415, 0.696753, -0.487651, 0.526053, 0.174760, 0.660419, 0.730278
90416, 0.799228, -0.347993, 0.490036, 0.014958, 0.697098, 0.716820
90417, 0.729566, -0.433888, 0.528654, 0.084205, 0.671663, 0.736056
90418, 0.829166, -0.275864, 0.486191, -0.070683, 0.576711, 0.813885
90419, 0.753253, -0.496719, 0.431138, 0.282324, 0.643330, 0.711632
90420, 0.758710, -0.418836, 0.498934, 0.172121, 0.730161, 0.661241
90421, 0.757514, -0.431471, 0.489903, 0.221009, 0.806625, 0.548189
90422, 0.800871, -0.337386, 0.494749, -0.033001, 0.639715, 0.767904
90423, 0.757706, -0.451715, 0.470994, 0.237298, 0.765799, 0.597697
90424, 0.831090, -0.321907, 0.453503, 0.056496, 0.694599, 0.717176
90425, 0.746506, -0.413117, 0.521597, 0.162675, 0.762082, 0.626712
90426, 0.749117, -0.420713, 0.511688, 0.223930, 0.804743, 0.549767
90427, 0.802234, -0.348504, 0.484733, 0.054654, 0.669737, 0.740584
90428, 0.783684, -0.366246, 0.501700, 0.057655, 0.716914, 0.694773
90429, 0.778856, -0.362018, 0.512177, 0.009197, 0.622286, 0.782736
90430, 0.760834, -0.418374, 0.496080, 0.113512, 0.675186, 0.728861
90431, 0.705624, -0.460403, 0.538632, 0.202793, 0.731054, 0.651487
90432, 0.733890, -0.449126, 0.509599, 0.271757, 0.767663, 0.580380
90433, 0.801857, -0.413025, 0.431782, 0.179891, 0.645958, 0.741874
90434, 0.758453, -0.442520, 0.478462, 0.207871, 0.720622, 0.661433
90435, 0.772540, -0.406851, 0.487498, 0.109460, 0.648035, 0.753703
90436, 0.692623, -0.488687, 0.530526, 0.296314, 0.741377, 0.602128
90437, 0.746646, -0.431487, 0.506300, 0.191848, 0.727776, 0.658434
90438, 0.764057, -0.479653, 0.431450, 0.311274, 0.689570, 0.653913
90439, 0.741024, -0.445680, 0.502247, 0.225258, 0.742246, 0.631133
90440, 0.710610, -0.528286, 0.464701, 0.367449, 0.720271, 0.588380
90441, 0.709231, -0.490842, 0.506029, 0.346811, 0.759921, 0.549765
90442, 0.820387, -0.397852, 0.410705, 0.174231, 0.657864, 0.732706
90443, 0.819523, -0.388476, 0.421269, 0.159944, 0.667818, 0.726937
90444, 0.812259, -0.315714, 0.490469, -0.003662, 0.628218, 0.778028
90445, 0.734633, -0.528165, 0.425858, 0.400246, 0.710695, 0.578546
90446, 0.678653, -0.535205, 0.502977, 0.350444, 0.712114, 0.608344
90447, 0.783575, -0.490444, 0.381411, 0.271840, 0.613217, 0.741666
90448, 0.741174, -0.480196, 0.469119, 0.287164, 0.716896, 0.635292
90449, 0.714427, -0.497806, 0.491715, 0.371498, 0.760681, 0.532310
90450, 0.770552, -0.449998, 0.451388, 0.278153, 0.734839, 0.618581
90451, 0.695744, -0.552046, 0.459548, 0.283466, 0.636419, 0.717369
90452, 0.892991, -0.266472, 0.362711, 0.016037, 0.544058, 0.838894
90453, 0.415765, -0.236950, 0.878063, -0.887660, -0.173848, 0.426423
90454, 0.684907, -0.677670, 0.267705, 0.512014, 0.817267, 0.264415
90455, 0.767234, -0.457445, 0.449550, 0.110192, 0.762279, 0.637799
90456, 0.696930, -0.645665, 0.312097, 0.552560, 0.766189, 0.328074
90457, 0.640920, -0.697702, 0.320052, 0.590827, 0.727529, 0.348748
90458, 0.820526, -0.398645, 0.409657, 0.084117, 0.759795, 0.644699
90459, 0.813539, -0.381241, 0.439101, 0.054757, 0.756376, 0.651841
90460, 0.760152, -0.523014, 0.385520, 0.288612, 0.810806, 0.509212
90461, 0.780657, -0.439872, 0.443944, 0.151826, 0.793374, 0.589497
90462, 0.776058, -0.360767, 0.517281, -0.167861, 0.637780, 0.751704
90463, -0.665471, 0.242042, -0.706090, 0.000000, -0.706090, -0.242042
90464, -0.946672, 0.316405, 0.060833, -0.349902, -0.929366, -0.117675
90465, -0.919935, 0.365973, 0.140656, -0.390501, -0.918985, -0.054545
90466, -0.270510, 0.906914, 0.323003, -0.735240, -0.410785, 0.539146
90467, -0.255478, 0.917495, 0.304851, -0.762292, -0.389678, 0.516780
90468, -0.332931, 0.887781, 0.317809, -0.791883, -0.448231, 0.414740
90469, -0.212110, 0.938095, 0.273837, -0.769618, -0.336395, 0.542704
90470, -0.188928, 0.942057, 0.277192, -0.730063, -0.327485, 0.599802
90471, -0.172828, 0.951357, 0.255052, -0.750155, -0.301543, 0.588506
90472, -0.342870, 0.869995, 0.354329, -0.746668, -0.482277, 0.458145
90473, -0.309447, 0.886548, 0.343911, -0.738924, -0.451668, 0.499987
90474, -0.080235, 0.972088, 0.220471, -0.653433, -0.224698, 0.722867
90475, -0.214221, 0.926855, 0.308300, -0.714149, -0.367838, 0.595556
90476, -0.225493, 0.930556, 0.288475, -0.756146, -0.358296, 0.547601
90477, -0.180019, 0.946146, 0.269073, -0.763319, -0.317485, 0.562626
90478, -0.279279, 0.900236, 0.334033, -0.739876, -0.427749, 0.519244
90479, -0.336809, 0.882635, 0.327894, -0.781025, -0.462645, 0.419476
90480, -0.197426, 0.942348, 0.270191, -0.770207, -0.327885, 0.547058
90481, -0.285717, 0.909031, 0.303362, -0.786231, -0.410902, 0.461520
90482, -0.304656, 0.896506, 0.321654, -0.771678, -0.433389, 0.465496
90483, -0.398136, 0.855734, 0.330466, -0.792043, -0.505192, 0.342708
90484, -0.373890, 0.861138, 0.344453, -0.774993, -0.495511, 0.392243
90485, -0.327128, 0.877364, 0.351028, -0.745338, -0.470816, 0.472021
90486, -0.309615, 0.889914, 0.334951, -0.758089, -0.447478, 0.474409
90487, -0.441811, 0.835756, 0.326061, -0.798366, -0.532975, 0.280265
90488, -0.532140, 0.790660, 0.302793, -0.780473, -0.600344, 0.174495
90489, -0.470774, 0.833102, 0.290368, -0.809891, -0.541113, 0.226435
90490, -0.554188, 0.765526, 0.326874, -0.759357, -0.627175, 0.173287
90491, -0.510714, 0.800125, 0.314596, -0.788371, -0.582615, 0.197565
90492, -0.443767, 0.847920, 0.290005, -0.813296, -0.520785, 0.259486
90493, -0.416071, 0.836164, 0.357373, -0.767575, -0.535027, 0.352950
90494, -0.520378, 0.784673, 0.336889, -0.746077, -0.625918, 0.227146
90495, -0.468374, 0.822894, 0.321670, -0.792698, -0.554948, 0.252314
90496, -0.425902, 0.834530, 0.349525, -0.773532, -0.540453, 0.330997
90497, -0.352748, 0.880937, 0.315466, -0.797304, -0.464070, 0.385934
90498, -0.425236, 0.853956, 0.299888, -0.808946, -0.513112, 0.286918
90499, -0.458039, 0.814891, 0.355180, -0.776388, -0.560200, 0.288787
90500, -0.368856, 0.880549, 0.297621, -0.811180, -0.467350, 0.351527
90501, -0.192257, 0.939478, 0.283581, -0.656743, -0.337751, 0.674250
90502, -0.136555, 0.956651, 0.257237, -0.595328, -0.285736, 0.750959
90503, -0.241003, 0.910413, 0.336252, -0.689738, -0.405738, 0.599698
90504, -0.157846, 0.951038, 0.265727, -0.613081, -0.303830, 0.729259
90505, -0.100816, 0.971751, 0.213394, -0.633580, -0.228750, 0.739088
90506, -0.212209, 0.923807, 0.318666, -0.685609, -0.375281, 0.623783
90507, -0.192234, 0.941473, 0.276904, -0.726352, -0.328984, 0.603475
90508, -0.153718, 0.956568, 0.247685, -0.713715, -0.280981, 0.641607
90509, -0.221661, 0.926486, 0.304123, -0.709384, -0.367475, 0.601445
90510, -0.230317, 0.915809, 0.329012, -0.648394, -0.396454, 0.649930
90511, -0.267248, 0.908719, 0.320637, -0.738226, -0.408347, 0.536913
90512, -0.216234, 0.924699, 0.313327, -0.686960, -0.372553, 0.623932
90513, -0.346904, 0.867832, 0.355704, -0.749104, -0.486023, 0.450139
90514, -0.337254, 0.877042, 0.342137, -0.762318, -0.468657, 0.446353
90515, -0.234617, 0.910269, 0.341122, -0.653755, -0.407781, 0.637432
90516, -0.185905, 0.935888, 0.299253, -0.671515, -0.345490, 0.655518
90517, -0.303647, 0.879601, 0.366197, -0.640658, -0.475454, 0.602911
90518, -0.419216, 0.796956, 0.434879, -0.589942, -0.613321, 0.525172
90519, -0.354875, 0.846891, 0.396028, -0.574099, -0.541448, 0.614202
90520, -0.380847, 0.830699, 0.406072, -0.671397, -0.553298, 0.493038
90521, -0.416547, 0.805695, 0.421124, -0.658461, -0.592021, 0.464693
90522, -0.345499, 0.840736, 0.416885, -0.627771, -0.538425, 0.562141
90523, -0.305633, 0.883637, 0.354646, -0.542553, -0.480480, 0.689039
90524, -0.421539, 0.796806, 0.432904, -0.651516, -0.601477, 0.462334
90525, -0.304012, 0.864946, 0.399305, -0.599964, -0.499784, 0.624708
90526, -0.267781, 0.892090, 0.363962, -0.567122, -0.453013, 0.687860
90527, -0.326987, 0.853189, 0.406384, -0.650298, -0.514307, 0.559107
90528, -0.351868, 0.845284, 0.402100, -0.654391, -0.532000, 0.537354
90529, -0.316393, 0.878813, 0.357187, -0.714286, -0.469381, 0.519112
90530, -0.303819, 0.875146, 0.376582, -0.679731, -0.476026, 0.558000
90531, -0.260133, 0.897016, 0.357342, -0.657441, -0.435435, 0.614954
90532, -0.247035, 0.911667, 0.328384, -0.676438, -0.404718, 0.615333
90533, -0.277023, 0.892441, 0.356100, -0.616000, -0.453730, 0.643951
90534, -0.177894, 0.941844, 0.285103, -0.581378, -0.334682, 0.741612
90535, -0.216291, 0.926482, 0.307975, -0.600506, -0.375935, 0.705737
90536, -0.186207, 0.938337, 0.291291, -0.612109, -0.343940, 0.712058
90537, -0.415147, 0.823528, 0.386593, -0.736505, -0.553779, 0.388445
90538, -0.460480, 0.818026, 0.344661, -0.781148, -0.558156, 0.279767
90539, -0.409973, 0.843040, 0.348146, -0.777071, -0.523781, 0.349020
90540, -0.394376, 0.834227, 0.385399, -0.726319, -0.540101, 0.425150
90541, -0.316860, 0.883532, 0.344923, -0.745213, -0.457132, 0.485477
90542, -0.324168, 0.875767, 0.357698, -0.730261, -0.472968, 0.492971
90543, -0.397756, 0.828854, 0.393435, -0.712457, -0.550532, 0.435109
90544, -0.321624, 0.868971, 0.376095, -0.660830, -0.493300, 0.565649
90545, -0.300197, 0.884150, 0.357996, -0.679853, -0.463283, 0.568480
90546, -0.352991, 0.854647, 0.380757, -0.710585, -0.510133, 0.484595
90547, -0.351007, 0.860084, 0.370202, -0.725427, -0.500410, 0.472594
90548, -0.286462, 0.891567, 0.350781, -0.687048, -0.446293, 0.573400
90549, -0.253836, 0.902121, 0.348919, -0.647927, -0.426906, 0.630827
90550, -0.290617, 0.885257, 0.363127, -0.672090, -0.459637, 0.580542
90551, -0.415726, 0.805491, 0.422323, -0.664898, -0.589563, 0.458612
90552, -0.555220, 0.740898, 0.377890, -0.775950, -0.606807, 0.172300
90553, -0.494683, 0.778189, 0.386925, -0.745113, -0.604693, 0.281341
90554, -0.457607, 0.801718, 0.384504, -0.743024, -0.582043, 0.330364
90555, -0.442974, 0.818597, 0.365612, -0.764028, -0.557993, 0.323890
90556, -0.447101, 0.820177, 0.356945, -0.772644, -0.553831, 0.310311
90557, -0.536067, 0.754943, 0.377748, -0.736518, -0.635985, 0.230359
90558, -0.513236, 0.785427, 0.345968, -0.769613, -0.597693, 0.224630
90559, -0.513869, 0.786109, 0.343470, -0.768608, -0.599019, 0.224539
90560, -0.426690, 0.810245, 0.401795, -0.718235, -0.573554, 0.393922
90561, -0.407436, 0.816581, 0.408891, -0.691162, -0.570378, 0.443806
90562, -0.397771, 0.827642, 0.395964, -0.712540, -0.551413, 0.433855
90563, -0.512343, 0.723460, 0.462720, -0.650705, -0.680984, 0.335922
90564, -0.504078, 0.765939, 0.399052, -0.725969, -0.626155, 0.284429
90565, -0.507033, 0.771366, 0.384594, -0.738354, -0.618838, 0.268091
90566, -0.578998, 0.670573, 0.463781, -0.644967, -0.725791, 0.239259
90567, -0.590448, 0.728716, 0.346906, -0.733192, -0.663319, 0.149791
90568, -0.554739, 0.753943, 0.351902, -0.749369, -0.635896, 0.184613
90569, -0.656817, 0.657896, 0.368462, -0.676083, -0.729654, 0.102552
90570, -0.657791, 0.668977, 0.346094, -0.687008, -0.720915, 0.091115
90571, -0.597889, 0.726964, 0.337715, -0.731678, -0.666521, 0.142816
90572, -0.525859, 0.783718, 0.330542, -0.771905, -0.603816, 0.198921
90573, -0.553286, 0.764309, 0.331218, -0.745200, -0.632658, 0.210763
90574, -0.550546, 0.750750, 0.365067, -0.768459, -0.609569, 0.194670
90575, -0.527012, 0.776771, 0.344795, -0.766708, -0.605090, 0.214535
90576, -0.585308, 0.715878, 0.380700, -0.721152, -0.669234, 0.179071
90577, -0.488991, 0.771977, 0.406126, -0.716376, -0.622265, 0.315582
90578, -0.492393, 0.775773, 0.394621, -0.730794, -0.614016, 0.298201
90579, -0.512361, 0.758655, 0.402405, -0.720559, -0.633477, 0.281959
90580, -0.560033, 0.733920, 0.384349, -0.721574, -0.659200, 0.211625
90581, -0.594769, 0.676493, 0.434288, -0.651662, -0.724250, 0.225385
90582, -0.620900, 0.666915, 0.411955, -0.661868, -0.728588, 0.176325
90583, -0.623377, 0.682601, 0.381388, -0.693851, -0.705527, 0.144231
90584, -0.571727, 0.722739, 0.388299, -0.713948, -0.670295, 0.202441
90585, -0.569304, 0.733651, 0.371011, -0.727871, -0.658850, 0.190052
90586, -0.602445, 0.679824, 0.418211, -0.666761, -0.717904, 0.200106
90587, -0.654928, 0.653503, 0.379478, -0.669690, -0.734119, 0.112183
90588, -0.683331, 0.604491, 0.409450, -0.628248, -0.772677, 0.090964
90589, -0.586392, 0.711536, 0.387119, -0.706449, -0.682477, 0.187496
90590, -0.646803, 0.624911, 0.437187, -0.631474, -0.761456, 0.146376
90591, -0.686512, 0.592715, 0.421178, -0.616014, -0.782220, 0.093051
90592, -0.655003, 0.669942, 0.349498, -0.596310, -0.783038, 0.176824
90593, -0.585255, 0.622373, 0.519738, -0.644160, -0.755928, 0.116749
90594, -0.278202, 0.420421, 0.863626, -0.759126, -0.645226, 0.086091
90595, -0.703557, 0.700000, 0.122502, -0.623070, -0.769537, 0.139991
90596, -0.732942, 0.666700, 0.135300, -0.640782, -0.767669, 0.009037
90597, -0.724941, 0.675729, 0.133612, -0.552886, -0.803914, 0.219179
90598, -0.722082, 0.685461, -0.093496, -0.548885, -0.770900, 0.323169
90599, -0.675853, 0.728701, -0.110532, -0.607489, -0.714684, 0.346675
90600, -0.640688, 0.766577, -0.043346, -0.630921, -0.691483, 0.351837
90601, -0.701306, 0.712774, -0.011089, -0.549379, -0.758746, 0.349981
90602, -0.347151, 0.882924, 0.316119, -0.311793, -0.544391, 0.778732
90603, -0.767009, 0.423277, -0.482217, -0.516774, -0.829711, 0.211009
90604, -0.795745, 0.600123, -0.081503, -0.264469, -0.636417, 0.724589
90605, -0.607749, 0.792327, 0.053469, -0.715727, -0.670248, 0.196217
90606, -0.687163, 0.705706, -0.172586, -0.638661, -0.748305, 0.179308
90607, -0.379306, 0.646208, 0.662225, -0.766288, -0.621894, 0.161398
90608, -0.501473, 0.864816, -0.024853, -0.805851, -0.543134, 0.235814
90609, -0.640431, 0.638714, 0.426489, -0.687283, -0.726119, 0.019826
90610, -0.355008, 0.489201, 0.796650, -0.753468, -0.653841, 0.069122
90611, -0.642149, 0.635303, 0.428991, -0.642446, -0.762197, 0.079485
90612, -0.662776, 0.720021, 0.205664, -0.686009, -0.723023, 0.081424
90613, -0.747350, 0.663230, 0.039926, -0.486127, -0.804553, 0.341137
90614, -0.546445, 0.784361, 0.293557, -0.481192, -0.702354, 0.524550
90615, -0.520623, 0.701420, 0.486787, -0.643029, -0.723193, 0.252003
90616, -0.590872, 0.659279, 0.464996, -0.638163, -0.752309, 0.163643
90617, -0.670900, 0.709150, 0.216792, -0.587516, -0.776304, 0.228423
90618, -0.669677, 0.666520, 0.327542, -0.611445, -0.778301, 0.142766
90619, -0.317494, 0.717691, 0.619772, -0.526499, -0.692737, 0.492864
90620, -0.632093, 0.690548, 0.351571, -0.620592, -0.763006, 0.180797
90621, -0.586836, 0.689529, 0.424467, -0.479992, -0.781638, 0.398309
90622, -0.657398, 0.652490, 0.376940, -0.603685, -0.783666, 0.146397
90623, -0.482843, 0.685953, 0.544363, -0.589024, -0.740287, 0.324078
90624, 0.102682, 0.102358, 0.989434, -0.702867, -0.664071, 0.254925
90625, -0.364844, 0.660769, 0.655952, -0.601983, -0.715427, 0.354656
90626, -0.704589, 0.684297, 0.187862, -0.509537, -0.797745, 0.322452
90627, -0.647557, 0.693970, 0.314762, -0.521513, -0.784595, 0.335313
90628, -0.530568, 0.542951, 0.650924, -0.634909, -0.766053, 0.100261
90629, -0.152304, 0.363330, 0.919127, -0.666729, -0.707077, 0.235616
90630, -0.336441, 0.609493, 0.717861, -0.578336, -0.736801, 0.350217
90631, -0.432849, 0.645248, 0.629521, -0.584467, -0.746606, 0.317771
90632, -0.273526, 0.370657, 0.887579, -0.701664, -0.704464, 0.106759
90633, 0.066712, 0.435872, 0.897533, -0.608163, -0.633841, 0.477895
90634, 0.048235, 0.127906, 0.990613, -0.691668, -0.690798, 0.210698
90635, 0.221843, 0.302695, 0.926910, -0.605057, -0.602263, 0.520754
90636, -0.702895, 0.617005, 0.353899, -0.627309, -0.778518, 0.019831
90637, -0.342371, 0.424847, 0.838026, -0.728593, -0.682508, 0.057761
90638, -0.659219, 0.654636, 0.369976, -0.673393, -0.738516, 0.033700
90639, -0.285702, 0.346445, 0.893505, -0.663475, -0.741129, 0.102604
90640, -0.744635, 0.646477, 0.166093, -0.654421, -0.754846, -0.044054
90641, -0.537108, 0.580443, 0.612046, -0.675801, -0.732642, 0.080796
90642, -0.197390, 0.285524, 0.937824, -0.685080, -0.719653, 0.112982
90643, -0.398111, 0.513636, 0.760056, -0.673653, -0.725142, 0.142692
90644, 0.106172, 0.124857, 0.986478, -0.759594, -0.632194, 0.152798
90645, -0.148179, 0.188217, 0.970885, -0.718192, -0.694454, 0.043972
90646, -0.427768, 0.394229, 0.813387, -0.676538, -0.736392, 0.004758
90647, -0.663185, 0.592133, 0.457781, -0.659767, -0.751390, -0.010996
90648, -0.474759, 0.536711, 0.697528, -0.715241, -0.697307, 0.046821
90649, -0.648935, 0.683125, 0.334998, -0.709737, -0.704158, 0.020860
90650, -0.517842, 0.853961, 0.050893, -0.845844, -0.519615, 0.120616
90651, -0.099303, 0.417587, 0.903194, -0.824058, -0.542610, 0.162798
90652, -0.446274, 0.725191, 0.524346, -0.806863, -0.581460, 0.104288
90653, -0.635283, 0.772071, 0.017935, -0.745829, -0.662354, 0.070897
90654, -0.508270, 0.707376, 0.491204, -0.773947, -0.626070, 0.095089
90655, -0.624587, 0.630927, 0.460241, -0.697582, -0.716360, 0.014379
90656, -0.607333, 0.728749, 0.316340, -0.732562, -0.677065, 0.070263
90657, -0.582473, 0.776288, 0.241045, -0.699471, -0.682235, 0.212826
90658, -0.597747, 0.783259, 0.170892, -0.750523, -0.651495, 0.110766
90659, -0.491891, 0.829766, 0.263687, -0.820163, -0.556947, 0.130930
90660, -0.528628, 0.706820, 0.470062, -0.733257, -0.668646, 0.123479
90661, -0.604279, 0.734685, 0.308358, -0.723357, -0.683712, 0.096400
90662, -0.634512, 0.763001, 0.123388, -0.703460, -0.696358, 0.142233
90663, -0.591398, 0.805903, 0.027725, -0.718596, -0.653153, 0.238770
90664, -0.141989, 0.513877, 0.846031, -0.901260, -0.426415, 0.076809
90665, 0.057113, 0.342485, 0.937786, -0.892384, -0.446310, 0.066767
90666, -0.265587, 0.646615, 0.715090, -0.927216, -0.367436, 0.072536
90667, -0.484901, 0.689412, 0.538128, -0.841279, -0.526098, 0.124381
90668, -0.583958, 0.770187, 0.256525, -0.777061, -0.585802, 0.230244
90669, -0.374819, 0.664666, 0.646320, -0.831192, -0.536686, 0.145216
90670, -0.555473, 0.725720, 0.405931, -0.841611, -0.527714, 0.114933
90671, -0.134529, 0.426815, 0.894277, -0.780611, -0.608452, 0.142940
90672, -0.008750, 0.383125, 0.923655, -0.851422, -0.513348, 0.107494
90673, -0.162460, 0.527214, 0.834058, -0.905301, -0.421164, 0.055242
90674, -0.124244, 0.502845, 0.855401, -0.948798, -0.314189, -0.032690
90675, -0.278982, 0.600594, 0.749304, -0.935844, -0.352382, -0.004734
90676, 0.137648, 0.322984, 0.936341, -0.851547, -0.496107, 0.169547
90677, -0.009618, 0.429778, 0.902884, -0.902266, -0.423598, 0.080503
90678, 0.206387, 0.212873, 0.955034, -0.956845, -0.282402, -0.068530
90679, 0.498377, -0.866616, -0.024427, -0.469289, 0.563695, -0.679717
90680, -0.577346, 0.764849, 0.285794, -0.722442, -0.673006, 0.158560
90681, -0.562246, 0.809312, 0.169980, -0.784827, -0.584075, 0.207130
90682, -0.560427, 0.794963, 0.232282, -0.774942, -0.590428, 0.225519
90683, -0.481251, 0.749799, 0.454091, -0.776809, -0.590979, 0.217511
90684, -0.585240, 0.773889, 0.242052, -0.770856, -0.592651, 0.233551
90685, -0.476298, 0.784784, 0.396554, -0.790006, -0.581040, 0.195660
90686, -0.449749, 0.733667, 0.509370, -0.769635, -0.602968, 0.209981
90687, -0.575642, 0.807590, 0.128202, -0.786614, -0.586870, 0.191890
90688, -0.562095, 0.754524, 0.338737, -0.782291, -0.585940, 0.211412
90689, -0.036513, 0.392315, 0.919106, -0.775013, -0.589344, 0.228095
90690, -0.545325, 0.764972, 0.342692, -0.772858, -0.596636, 0.216139
90691, -0.617724, 0.603049, 0.504727, -0.593934, -0.801358, 0.071188
90692, -0.368591, 0.641784, 0.672498, -0.753438, -0.632387, 0.180048
90693, -0.576838, 0.793806, 0.192692, -0.758109, -0.635890, 0.144623
90694, -0.536189, -0.011740, 0.844016, -0.241922, -0.964044, -0.109968
90695, -0.580823, 0.738778, 0.341837, -0.737150, -0.657988, 0.153821
90696, -0.793952, 0.251521, 0.553513, -0.330999, -0.934714, -0.129416
90697, -0.555591, 0.215071, 0.803158, -0.443748, -0.892630, -0.079369
90698, -0.436052, 0.750424, 0.496711, -0.776884, -0.592670, 0.212588
90699, -0.570957, 0.662242, 0.485225, -0.746002, -0.659651, 0.091330
90700, 0.133538, 0.271517, 0.953124, -0.776244, -0.568435, 0.272631
90701, -0.006972, 0.370754, 0.928705, -0.756442, -0.610768, 0.234003
90702, -0.455464, 0.745911, 0.485972, -0.770476, -0.606777, 0.195420
90703, -0.496297, 0.704867, 0.506805, -0.731357, -0.662300, 0.162714
90704, -0.058719, 0.500391, 0.863806, -0.786235, -0.559833, 0.261577
90705, -0.389689, 0.577439, 0.717430, -0.714545, -0.683222, 0.150446
90706, 0.029355, 0.343016, 0.938871, -0.795088, -0.557918, 0.237829
90707, -0.540731, 0.799167, 0.262570, -0.792806, -0.598269, 0.116331
90708, -0.144554, 0.526063, 0.838071, -0.794470, -0.566863, 0.217908
90709, -0.565835, 0.816556, 0.114312, -0.797941, -0.577723, 0.171832
90710, -0.111430, 0.516564, 0.848967, -0.789732, -0.566306, 0.235839
90711, 0.069157, 0.310995, 0.947892, -0.793097, -0.560051, 0.239457
90712, -0.328737, 0.679751, 0.655645, -0.786277, -0.581331, 0.209340
90713, -0.457384, 0.763038, 0.456698, -0.781945, -0.586237, 0.211869
90714, -0.361822, 0.704234, 0.610852, -0.803591, -0.568294, 0.176868
90715, -0.493859, 0.802539, 0.334716, -0.807101, -0.567529, 0.162784
90716, -0.472539, 0.766087, 0.435680, -0.781816, -0.587407, 0.209087
90717, -0.405791, 0.688248, 0.601372, -0.778202, -0.603528, 0.173656
90718, -0.588077, 0.802448, 0.101205, -0.790679, -0.597997, 0.131249
90719, -0.681617, 0.644399, 0.346624, -0.713420, -0.700724, -0.004269
90720, -0.279207, 0.578108, 0.766704, -0.778890, -0.603498, 0.170644
90721, -0.613030, 0.781485, 0.116085, -0.773629, -0.622789, 0.116754
90722, -0.172490, 0.508674, 0.843503, -0.827878, -0.545223, 0.131722
90723, -0.290621, 0.546411, 0.785477, -0.801797, -0.586984, 0.112128
90724, -0.297984, 0.665736, 0.684106, -0.784428, -0.577698, 0.225694
90725, -0.528073, 0.779279, 0.337436, -0.795835, -0.594117, 0.116924
90726, -0.495728, 0.772841, 0.396195, -0.793217, -0.588493, 0.156469
90727, -0.319218, 0.680058, 0.660015, -0.811888, -0.555589, 0.179329
90728, -0.432875, 0.741908, 0.512047, -0.810902, -0.569180, 0.135915
90729, -0.315905, 0.640560, 0.699919, -0.806570, -0.569826, 0.157296
90730, -0.154757, 0.510215, 0.846009, -0.788325, -0.580597, 0.203595
90731, -0.552151, 0.744334, 0.375628, -0.768438, -0.627111, 0.127415
90732, -0.370659, 0.665041, 0.648330, -0.777089, -0.602510, 0.181973
90733, -0.486872, 0.736097, 0.470231, -0.788521, -0.582570, 0.197095
90734, -0.572362, 0.727486, 0.378372, -0.764696, -0.629677, 0.136923
