el,f11,f12,f13,f21,f22,f23
21419, -0.436131, 0.675316, -0.594759, -0.300304, 0.495627, 0.814967
21420, -0.494285, 0.190302, -0.848214, 0.777037, -0.343989, -0.527147
21421, 0.497377, -0.142393, 0.855769, -0.459343, -0.879803, 0.122278
21422, -0.644278, 0.726099, 0.240180, -0.763512, -0.615156, -0.196552
21423, -0.310575, 0.853608, -0.418206, 0.623484, 0.506158, 0.595879
21424, -0.490271, 0.196766, -0.849069, 0.778109, -0.341259, -0.527341
21425, -0.301119, -0.952634, 0.042625, 0.072872, -0.067558, -0.995051
21426, -0.415412, 0.860389, -0.295235, 0.066142, 0.356142, 0.932088
21427, -0.451785, 0.839974, -0.300555, 0.107698, 0.360326, 0.926588
21428, -0.787235, 0.033807, -0.615726, 0.507102, -0.535337, -0.675471
21429, -0.245424, 0.885788, -0.393887, 0.562798, 0.451841, 0.692169
21430, -0.767458, 0.259579, -0.586198, 0.349588, -0.611471, -0.709853
21431, 0.176207, 0.983428, -0.042658, -0.321638, 0.096975, 0.941884
21432, -0.437525, 0.835534, -0.332348, 0.032224, 0.389076, 0.920642
21433, -0.935558, 0.353164, 0.002406, -0.347028, -0.935627, -0.064601
21434, 0.585538, -0.810564, -0.011460, 0.783363, 0.559531, 0.270680
21435, 0.177235, 0.938609, -0.295974, 0.005223, 0.304438, 0.952518
21436, 0.400641, -0.127234, 0.907358, -0.426523, -0.902542, 0.059131
21437, -0.196088, 0.972774, 0.123531, -0.616613, 0.118799, 0.778252
21438, 0.514240, 0.322713, 0.794615, 0.637421, -0.768529, -0.055300
21439, 0.468000, 0.575454, -0.670693, -0.628567, 0.743672, 0.227718
21440, -0.648466, 0.099104, -0.754765, 0.661876, -0.420792, -0.620367
21441, 0.426335, -0.736951, -0.524539, 0.493805, 0.675463, -0.547637
21442, -0.572195, 0.801820, 0.172272, -0.705665, -0.381375, -0.597151
21443, -0.759876, 0.417453, 0.498319, -0.434616, 0.243813, -0.866985
21444, -0.039924, 0.762552, 0.645694, -0.357730, 0.592467, -0.721812
21445, -0.335977, 0.657978, 0.673932, -0.353201, 0.575294, -0.737758
21446, -0.122842, 0.650452, 0.749548, -0.311756, 0.691743, -0.651383
21447, 0.305587, 0.601551, 0.738073, 0.012754, 0.772498, -0.634889
21448, -0.368808, 0.661888, 0.652599, -0.219485, 0.620225, -0.753092
21449, -0.246526, 0.754455, 0.608295, -0.018420, 0.623906, -0.781282
21450, -0.444493, 0.860905, 0.247525, -0.761225, -0.231184, -0.605880
21451, -0.007454, 0.764818, 0.644204, 0.012924, 0.644242, -0.764713
21452, -0.346080, 0.688256, 0.637599, -0.127417, 0.638818, -0.758733
21453, -0.438303, 0.674905, 0.593627, -0.097026, 0.621061, -0.777733
21454, -0.516592, 0.825834, 0.226122, -0.737677, -0.299903, -0.604889
21455, -0.585741, 0.482862, 0.650962, -0.409834, 0.516462, -0.751867
21456, -0.443608, 0.596284, 0.669072, -0.130265, 0.695721, -0.706401
21457, -0.417794, 0.871622, 0.256367, -0.757201, -0.174966, -0.629311
21458, -0.590213, 0.512744, 0.623492, -0.246549, 0.620964, -0.744055
21459, -0.564879, 0.495380, 0.659932, -0.271577, 0.643587, -0.715571
21460, -0.397449, 0.874792, 0.277080, -0.727815, -0.139335, -0.671470
21461, -0.398758, 0.866533, 0.300189, -0.755646, -0.140170, -0.639805
21462, -0.782494, 0.416129, 0.463185, 0.184509, 0.865435, -0.465809
21463, -0.426934, 0.859437, 0.281238, -0.731425, -0.148965, -0.665452
21464, -0.492666, 0.833116, 0.251392, -0.703589, -0.219348, -0.675906
21465, -0.490930, 0.836073, 0.244886, -0.725025, -0.229693, -0.649292
21466, -0.552537, 0.802992, 0.223397, -0.687589, -0.287500, -0.666757
21467, -0.583553, 0.488120, 0.649003, -0.322442, 0.594219, -0.736841
21468, -0.618001, 0.433256, 0.656022, -0.353838, 0.591868, -0.724218
21469, -0.409289, 0.566125, 0.715531, -0.249015, 0.685144, -0.684521
21470, -0.515221, 0.492892, 0.701145, -0.375680, 0.605422, -0.701661
21471, -0.366963, 0.872155, 0.323550, -0.750154, -0.097177, -0.654084
21472, -0.404226, 0.870993, 0.279236, -0.740229, -0.151957, -0.654958
21473, -0.443287, 0.846843, -0.293860, 0.089333, 0.344017, 0.934704
21474, -0.056171, 0.946781, -0.316938, 0.108549, 0.312977, 0.943537
21475, -0.896460, -0.064316, 0.438433, 0.003265, -0.987060, -0.160318
21476, -0.501848, 0.799406, -0.330300, 0.083461, 0.386249, 0.918611
21477, -0.626278, 0.751070, -0.208975, 0.088113, 0.320104, 0.943276
21478, -0.606322, 0.755132, -0.249297, 0.100209, 0.369304, 0.923890
21479, -0.559353, 0.770027, -0.306892, 0.069199, 0.407314, 0.910663
21480, -0.544526, 0.778274, -0.312700, 0.055359, 0.401018, 0.914396
21481, -0.344753, 0.864170, -0.366546, 0.047503, 0.401991, 0.914411
21482, -0.490804, 0.800608, -0.343713, 0.046248, 0.412814, 0.909641
21483, -0.470818, 0.809821, -0.350029, 0.045922, 0.411496, 0.910254
21484, -0.454244, 0.817692, -0.353613, 0.042145, 0.411038, 0.910643
21485, -0.419647, 0.835832, -0.353952, 0.041503, 0.405192, 0.913289
21486, -0.386936, 0.856677, -0.341153, 0.069208, 0.387710, 0.919180
21487, -0.400536, 0.842270, -0.360767, 0.054327, 0.408442, 0.911166
21488, -0.443975, 0.823657, -0.352811, 0.066731, 0.388349, 0.919093
21489, -0.386034, 0.850272, -0.357792, 0.053082, 0.406435, 0.912136
21490, -0.265705, 0.895112, -0.358016, 0.209022, 0.411846, 0.886957
21491, -0.340620, 0.864239, -0.370228, 0.093582, 0.416364, 0.904369
21492, -0.332970, 0.870474, -0.362501, 0.090726, 0.407084, 0.908874
21493, -0.331235, 0.866039, -0.374513, 0.100260, 0.424420, 0.899898
21494, -0.318315, 0.870697, -0.374916, 0.099527, 0.414746, 0.904478
21495, -0.223203, 0.893888, -0.388773, 0.202384, 0.430916, 0.879404
21496, -0.414876, 0.837213, -0.356304, 0.059454, 0.386774, 0.920256
21497, -0.288579, 0.885185, -0.364925, 0.138258, 0.404784, 0.903900
21498, -0.564421, 0.774059, -0.286812, 0.072129, 0.385124, 0.920042
21499, -0.281811, 0.899916, -0.332768, 0.185650, 0.383910, 0.904515
21500, -0.614866, 0.756021, -0.224437, 0.078650, 0.338683, 0.937608
21501, -0.367841, 0.871921, -0.323183, 0.087551, 0.374500, 0.923084
21502, -0.363792, 0.888695, -0.279063, 0.119670, 0.338264, 0.933411
21503, -0.398123, 0.884483, -0.243285, 0.110951, 0.313966, 0.942929
21504, -0.479866, 0.844949, -0.236197, 0.095358, 0.333131, 0.938046
21505, -0.514055, 0.838700, -0.179806, 0.074489, 0.271935, 0.959428
21506, -0.491705, 0.827682, -0.270497, 0.022645, 0.407546, 0.912904
21507, -0.573477, 0.802445, -0.164943, 0.104053, 0.263871, 0.958929
21508, -0.602317, 0.791070, -0.106878, 0.079539, 0.202291, 0.976090
21509, -0.655286, 0.741815, -0.142514, 0.078513, 0.254359, 0.963918
21510, -0.561777, 0.793902, -0.232650, 0.077981, 0.331033, 0.940392
21511, -0.638497, 0.762896, -0.101544, 0.113930, 0.197781, 0.973603
21512, -0.663224, 0.746855, -0.048389, 0.088549, 0.146883, 0.985182
21513, -0.630863, 0.762078, -0.145768, 0.076949, 0.255615, 0.963711
21514, -0.679413, 0.731878, -0.052470, 0.130464, 0.140460, 0.981453
21515, -0.081852, 0.970817, -0.225422, 0.194422, 0.172974, 0.965546
21516, -0.653464, 0.742924, -0.145083, 0.127506, 0.248378, 0.960235
21517, -0.992024, -0.098496, 0.078656, 0.116866, -0.966908, -0.226784
21518, -0.156047, 0.983815, -0.088078, 0.158981, 0.082036, 0.983867
21519, -0.098903, 0.970065, -0.221794, 0.121044, 0.219183, 0.968146
21520, -0.632728, 0.753842, -0.177138, 0.090979, 0.270386, 0.958444
21521, -0.594524, 0.771760, -0.225669, 0.089145, 0.329743, 0.939852
21522, -0.586073, 0.770274, -0.251389, 0.066399, 0.348306, 0.935026
21523, -0.536575, 0.794598, -0.284078, 0.100714, 0.406033, 0.908292
21524, -0.525505, 0.791650, -0.311664, 0.085786, 0.386540, 0.918274
21525, -0.395101, 0.857875, -0.328552, 0.060142, 0.383011, 0.921784
21526, -0.371946, 0.854679, -0.362187, 0.076291, 0.407377, 0.910068
21527, -0.462037, 0.819736, -0.338459, 0.067509, 0.367784, 0.927458
21528, -0.307500, 0.932068, -0.191554, 0.036645, -0.121388, 0.991928
21529, -0.506017, 0.792775, -0.339785, 0.051218, 0.428378, 0.902147
21530, -0.431258, 0.849750, -0.303218, 0.062085, 0.355286, 0.932694
21531, -0.426895, 0.838571, -0.338467, 0.047183, 0.390810, 0.919261
21532, -0.439995, 0.837355, -0.324408, 0.042692, 0.384243, 0.922244
21533, -0.554865, 0.771567, -0.311143, 0.077287, 0.412551, 0.907650
21534, -0.464819, 0.816729, -0.341903, 0.041018, 0.410218, 0.911065
21535, -0.476806, 0.809190, -0.343318, 0.037290, 0.417370, 0.907971
21536, -0.542653, 0.776347, -0.320645, 0.072528, 0.422754, 0.903337
21537, -0.013900, 0.924189, -0.381681, 0.103974, 0.376555, 0.920541
21538, -0.474178, 0.816974, -0.328189, 0.006179, 0.452885, 0.891548
21539, -0.551002, 0.772559, -0.315515, 0.093420, 0.426468, 0.899666
21540, -0.488979, 0.806455, -0.332460, 0.013737, 0.474262, 0.880277
21541, -0.563532, 0.768837, -0.302194, 0.093889, 0.412636, 0.906045
21542, -0.391548, 0.845109, -0.363980, 0.103492, 0.420361, 0.901436
21543, -0.521060, 0.788849, -0.325904, 0.103455, 0.432608, 0.895627
21544, 0.040729, 0.895775, -0.442639, 0.141111, 0.420094, 0.896442
21545, -0.571074, 0.764465, -0.299112, 0.088975, 0.416416, 0.904810
21546, 0.019841, 0.905418, -0.424058, 0.109600, 0.415435, 0.902996
21547, -0.035209, 0.943554, -0.329343, 0.128315, 0.316667, 0.939818
21548, 0.045752, 0.896743, -0.440181, 0.138217, 0.420126, 0.896878
21549, 0.004673, 0.918622, -0.395111, 0.113201, 0.381659, 0.917345
21550, -0.401997, 0.875445, -0.268317, 0.115968, 0.332362, 0.935995
21551, -0.399378, 0.854312, -0.332638, 0.054089, 0.388576, 0.919828
21552, -0.349743, 0.870794, -0.345539, 0.102206, 0.392664, 0.913985
21553, -0.466707, 0.818246, -0.335646, 0.042010, 0.408788, 0.911662
21554, -0.516176, 0.788353, -0.334755, 0.063382, 0.427306, 0.901883
21555, -0.345153, 0.860893, -0.373809, 0.046290, 0.435757, 0.898873
21556, -0.502201, 0.827395, 0.251420, -0.702518, -0.227229, -0.674415
21557, -0.577423, 0.785020, 0.224337, -0.670460, -0.308734, -0.674660
21558, -0.574805, 0.770463, 0.275654, -0.738896, -0.383773, -0.553851
21559, -0.538063, 0.805949, 0.246850, -0.697000, -0.272639, -0.663219
21560, -0.682174, 0.712910, 0.162472, -0.458861, -0.762828, -0.455565
21561, -0.559104, 0.791489, 0.246876, -0.669248, -0.265030, -0.694165
21562, -0.248693, 0.894879, 0.370598, -0.785586, 0.034455, -0.617792
21563, -0.473440, 0.796399, 0.376303, -0.643709, -0.016804, -0.765086
21564, -0.390725, 0.859050, 0.330706, -0.749653, -0.113976, -0.651943
21565, -0.457502, 0.842579, 0.284172, -0.718129, -0.159431, -0.677401
21566, -0.629354, 0.689479, 0.358514, -0.770307, -0.477448, -0.422693
21567, -0.697383, 0.680167, 0.225900, -0.636319, -0.425935, -0.643177
21568, -0.662234, 0.708847, 0.242863, -0.636309, -0.349677, -0.687632
21569, -0.632934, 0.722327, 0.278635, -0.661844, -0.323081, -0.676448
21570, -0.576634, 0.743490, 0.338698, -0.683901, -0.209698, -0.698789
21571, -0.252436, 0.883330, 0.394974, -0.812491, -0.013184, -0.582825
21572, -0.266398, 0.904306, 0.333561, -0.769010, -0.005289, -0.639214
21573, -0.191781, 0.877235, 0.440089, -0.791013, 0.118448, -0.600224
21574, -0.782174, 0.104972, -0.614154, 0.069265, -0.976623, -0.203495
21575, -0.737609, 0.098317, -0.668032, 0.395908, -0.736839, -0.548020
21576, -0.870162, -0.005671, -0.492733, 0.310377, -0.790949, -0.527319
21577, -0.753823, 0.108013, -0.648139, 0.327364, -0.793584, -0.512891
21578, -0.774030, 0.147262, -0.615786, 0.243587, -0.841023, -0.483059
21579, -0.755392, 0.115674, -0.644983, 0.287637, -0.830412, -0.477159
21580, -0.766933, 0.120761, -0.630262, 0.238191, -0.864260, -0.443080
21581, -0.777937, 0.125487, -0.615684, 0.197572, -0.882467, -0.426869
21582, -0.747460, 0.100577, -0.656649, 0.292579, -0.840519, -0.455988
21583, -0.760591, 0.028133, -0.648621, 0.460342, -0.817995, -0.344919
21584, -0.897188, 0.048896, -0.438935, 0.136893, -0.949779, -0.281391
21585, -0.742561, 0.087283, -0.664067, 0.083721, -0.981277, -0.173455
21586, -0.765527, 0.091011, -0.636934, 0.086426, -0.982569, -0.164584
21587, -0.992777, -0.045395, -0.111055, 0.079755, -0.976065, -0.202327
21588, -0.811248, 0.088204, -0.578011, 0.112164, -0.973384, -0.199858
21589, -0.996946, -0.077883, -0.005810, 0.106221, -0.967741, -0.228461
21590, -0.996453, -0.084123, -0.002271, 0.124617, -0.976043, -0.178357
21591, -0.970819, -0.125542, 0.204326, 0.110973, -0.967645, -0.226602
21592, -0.787472, 0.087614, -0.610091, 0.080170, -0.982903, -0.165757
21593, -0.950904, -0.152389, 0.269368, 0.130807, -0.968536, -0.211725
21594, -0.663642, 0.746970, 0.040189, 0.141987, 0.032733, 0.989327
21595, -0.993641, -0.096191, 0.058517, 0.120729, -0.967011, -0.224306
21596, -0.971490, -0.137501, 0.193135, 0.129745, -0.967898, -0.215269
21597, -0.867379, 0.058672, -0.494178, 0.094473, -0.974170, -0.205103
21598, -0.983674, -0.121613, 0.132651, 0.127461, -0.967534, -0.218248
21599, -0.827103, 0.063057, -0.558502, 0.062264, -0.985056, -0.160587
21600, -0.788787, 0.090781, -0.607926, 0.044056, -0.986913, -0.155121
21601, -0.893077, 0.023438, -0.449294, 0.111989, -0.975629, -0.188699
21602, -0.803664, 0.062197, -0.591824, 0.040320, -0.990156, -0.134034
21603, -0.806481, 0.077592, -0.586146, 0.050147, -0.988011, -0.146014
21604, -0.795357, 0.053189, -0.603803, 0.052956, -0.989928, -0.131291
21605, -0.774531, 0.048853, -0.630646, 0.073114, -0.986235, -0.148306
21606, -0.806185, 0.034560, -0.590654, 0.059503, -0.990991, -0.119981
21607, -0.760294, -0.005912, -0.649552, 0.146956, -0.984633, -0.094351
21608, -0.786254, 0.018805, -0.617618, 0.091715, -0.989606, -0.110765
21609, -0.801865, 0.008449, -0.597445, 0.091226, -0.989428, -0.112739
21610, -0.752064, 0.013888, -0.658944, 0.103005, -0.987109, -0.122498
21611, -0.740058, 0.030564, -0.671849, 0.110064, -0.983438, -0.143998
21612, -0.706104, -0.013369, -0.707982, 0.186343, -0.975869, -0.113828
21613, -0.698982, 0.030227, -0.714500, 0.191132, -0.956727, -0.219412
21614, -0.898041, 0.021430, -0.439390, 0.093830, -0.975691, -0.198046
21615, -0.713731, 0.015066, -0.700258, 0.165042, -0.970168, -0.177582
21616, -0.792071, 0.078832, -0.605317, 0.048875, -0.985010, -0.165428
21617, -0.771820, 0.094242, -0.628818, 0.160040, -0.931574, -0.326431
21618, -0.738239, 0.047112, -0.672893, 0.155271, -0.963203, -0.219389
21619, -0.773512, 0.112531, -0.623711, 0.152553, -0.914088, -0.375727
21620, -0.726096, 0.075728, -0.683411, 0.265281, -0.887401, -0.377021
21621, -0.777754, 0.102847, -0.620098, 0.101578, -0.953098, -0.285107
21622, -0.783293, 0.104020, -0.612888, 0.058174, -0.967953, -0.244302
21623, -0.777734, 0.071152, -0.624554, 0.081641, -0.980061, -0.181151
21624, -0.998423, -0.049246, -0.026938, 0.069504, -0.977189, -0.200674
21625, -0.754234, 0.094813, -0.649724, 0.079402, -0.978240, -0.191680
21626, -0.770490, 0.102191, -0.629207, 0.104234, -0.965082, -0.240316
21627, -0.769311, 0.132296, -0.625027, 0.267064, -0.834152, -0.482563
21628, -0.779291, 0.135507, -0.611836, 0.203975, -0.885217, -0.418073
21629, -0.782541, 0.135152, -0.607753, 0.176727, -0.890891, -0.418426
21630, -0.772986, 0.136519, -0.619560, 0.240531, -0.839557, -0.487123
21631, -0.754220, 0.108098, -0.647663, 0.372882, -0.741195, -0.558201
21632, -0.762386, 0.124875, -0.634960, 0.309997, -0.786810, -0.533696
21633, -0.741577, 0.105359, -0.662543, 0.409355, -0.720810, -0.559340
21634, -0.733103, 0.098085, -0.673008, 0.458959, -0.667061, -0.586844
21635, -0.756299, 0.113007, -0.644392, 0.377020, -0.724251, -0.577336
21636, -0.756114, 0.096513, -0.647284, 0.427098, -0.683763, -0.591654
21637, -0.763179, 0.134233, -0.632092, 0.313107, -0.788820, -0.528893
21638, -0.755093, 0.100620, -0.647850, 0.444459, -0.658413, -0.607411
21639, -0.764107, 0.099359, -0.637391, 0.456804, -0.625063, -0.632951
21640, -0.774823, 0.098924, -0.624391, 0.468122, -0.584152, -0.663045
21641, -0.783536, 0.110909, -0.611367, 0.468204, -0.549857, -0.691696
21642, -0.787282, 0.139263, -0.600661, 0.461015, -0.521547, -0.717952
21643, -0.911369, -0.069031, -0.405760, 0.400713, -0.363064, -0.841198
21644, -0.808683, 0.189557, -0.556865, 0.435044, -0.448958, -0.780496
21645, -0.775091, 0.263085, -0.574474, 0.338921, -0.607144, -0.718685
21646, -0.815786, 0.186080, -0.547601, 0.436373, -0.421766, -0.794790
21647, -0.992129, -0.017297, -0.124020, 0.041190, -0.745870, -0.664816
21648, -0.781637, 0.281949, -0.556370, 0.394116, -0.482235, -0.782383
21649, -0.781869, 0.266135, -0.563785, 0.389835, -0.496480, -0.775588
21650, -0.771761, 0.271376, -0.575101, 0.372306, -0.545182, -0.751109
21651, -0.909049, -0.228534, -0.348429, 0.413300, -0.665602, -0.621415
21652, -0.725474, 0.167513, -0.667553, 0.338792, -0.424020, -0.839897
21653, -0.925082, -0.231054, -0.301392, 0.377052, -0.706161, -0.599306
21654, -0.949879, -0.210061, -0.231528, 0.299308, -0.793865, -0.529333
21655, -0.968640, -0.157632, -0.192065, 0.225297, -0.879249, -0.419716
21656, -0.996017, -0.013415, -0.088152, 0.030040, -0.978696, -0.203105
21657, -0.998425, -0.039456, -0.039883, 0.055620, -0.977268, -0.204582
21658, -0.996826, -0.070374, -0.037233, 0.078736, -0.961721, -0.262476
21659, -0.992259, 0.047526, -0.114730, -0.028382, -0.986548, -0.160988
21660, -0.983995, 0.122291, -0.129613, -0.112715, -0.982354, -0.149254
21661, -0.992383, 0.051748, -0.111799, -0.030002, -0.987203, -0.156621
21662, -0.567627, -0.791643, -0.226057, 0.000000, -0.226057, 0.791643
21663, -0.869103, 0.024368, -0.494030, 0.000000, -0.494030, -0.024368
21664, -0.985817, 0.150823, -0.073598, -0.129845, -0.978860, -0.158029
21665, -0.987241, 0.158554, -0.014709, -0.153460, -0.974280, -0.165010
21666, -0.984705, 0.173817, 0.012016, -0.171260, -0.970137, -0.171765
21667, -0.983636, 0.161464, 0.079939, -0.173140, -0.968158, -0.180809
21668, -0.973141, 0.217694, 0.074874, -0.229511, -0.956555, -0.179798
21669, -0.977168, 0.185138, 0.104246, -0.196965, -0.965555, -0.170027
21670, -0.968196, 0.176286, 0.177539, -0.203755, -0.965897, -0.159772
21671, -0.974646, 0.120590, 0.188477, -0.146827, -0.978280, -0.146325
21672, -0.976194, 0.075218, 0.203438, -0.101925, -0.985960, -0.132265
21673, -0.993762, 0.053940, -0.097608, -0.037432, -0.986288, -0.160735
21674, -0.975125, 0.040547, 0.217918, -0.052380, -0.992395, -0.111393
21675, -0.920614, 0.311879, 0.234949, -0.127410, -0.950075, 0.284823
21676, -0.966469, 0.040685, 0.253539, -0.085328, -0.992180, -0.091095
21677, -0.968255, -0.026455, 0.248561, -0.012071, -0.986787, -0.161574
21678, 0.124692, -0.093848, 0.987747, 0.301686, -0.950343, -0.076381
21679, -0.994286, -0.029778, 0.102508, -0.000840, -0.984093, -0.177654
21680, -0.995014, -0.056849, 0.081946, 0.051563, -0.976482, -0.209342
21681, 0.298134, 0.013219, 0.954432, 0.112696, -0.993629, 0.000705
21682, -0.996101, 0.007271, -0.087920, 0.018425, -0.985900, -0.166317
21683, -0.994024, -0.075791, 0.078560, 0.093586, -0.995059, -0.033152
21684, -0.754616, 0.080297, -0.651235, 0.092952, -0.976486, -0.194512
21685, -0.999109, 0.000569, -0.042202, -0.021869, -0.981240, -0.191547
21686, -0.758012, 0.096230, -0.645103, 0.077185, -0.979248, -0.187393
21687, -0.776992, 0.116886, -0.618564, 0.093894, -0.965903, -0.241277
21688, -0.778685, 0.127689, -0.614284, 0.107728, -0.945000, -0.308821
21689, -0.782678, 0.145269, -0.605237, 0.183266, -0.893225, -0.410563
21690, -0.783317, 0.143939, -0.604728, 0.156140, -0.900397, -0.406086
21691, -0.778370, 0.152805, -0.608926, 0.214843, -0.849871, -0.481208
21692, -0.759971, 0.127196, -0.637389, 0.344857, -0.749211, -0.565470
21693, -0.767290, 0.138366, -0.626196, 0.334838, -0.741326, -0.581653
21694, -0.757299, 0.120590, -0.641838, 0.395812, -0.703619, -0.590130
21695, -0.765209, 0.165390, -0.622175, 0.282264, -0.796177, -0.535192
21696, -0.762586, 0.123577, -0.634973, 0.411539, -0.677182, -0.609968
21697, -0.883595, -0.076483, -0.461964, 0.389102, -0.675581, -0.626251
21698, -0.764997, 0.158964, -0.624107, 0.424058, -0.617538, -0.662436
21699, -0.792504, 0.192036, -0.578843, 0.418617, -0.514330, -0.748481
21700, -0.778677, 0.169256, -0.604164, 0.424579, -0.577382, -0.697397
21701, -0.788585, 0.237943, -0.567025, 0.368747, -0.554463, -0.746054
21702, -0.791869, 0.220932, -0.569327, 0.403814, -0.519895, -0.752757
21703, -0.871881, 0.086587, -0.482003, 0.349575, -0.611719, -0.709645
21704, -0.907567, -0.225887, -0.353974, 0.416803, -0.661947, -0.622978
21705, -0.926120, -0.198794, -0.320598, 0.378083, -0.728557, -0.571189
21706, -0.950816, -0.201011, -0.235675, 0.297678, -0.791459, -0.533836
21707, -0.971439, -0.175366, -0.159850, 0.236300, -0.857965, -0.456134
21708, -0.997371, -0.011602, -0.071523, 0.032329, -0.982180, -0.185141
21709, -0.999724, -0.017288, 0.015926, 0.015695, -0.985121, -0.171146
21710, -0.992077, 0.074296, -0.101310, -0.053202, -0.986998, -0.151675
21711, -0.988244, 0.032014, 0.149496, -0.059634, -0.985846, -0.156688
21712, -0.991016, -0.023033, 0.131745, 0.001528, -0.984157, -0.177291
21713, -0.989364, 0.065723, 0.129767, -0.090210, -0.981982, -0.166053
21714, -0.992773, 0.046858, 0.110477, -0.068401, -0.982846, -0.171275
21715, -0.997872, 0.000354, 0.065205, -0.013641, -0.982626, -0.185093
21716, -0.998481, -0.010130, 0.054167, 0.000159, -0.982403, -0.186774
21717, -0.995749, 0.044222, -0.080796, -0.032814, -0.986119, -0.162764
21718, -0.996976, -0.032235, -0.070704, 0.014075, -0.974932, -0.222057
21719, -0.996856, 0.043323, -0.066343, -0.053140, -0.985598, -0.160537
21720, -0.993647, -0.063258, -0.093085, 0.092255, -0.968532, -0.231161
21721, -0.777126, 0.118577, -0.618073, 0.111287, -0.950721, -0.289387
21722, -0.782041, 0.142844, -0.606636, 0.154551, -0.911253, -0.381750
21723, -0.780213, 0.163272, -0.603830, 0.200391, -0.859192, -0.470780
21724, -0.774616, 0.172976, -0.608317, 0.239056, -0.814988, -0.527870
21725, -0.764247, 0.166717, -0.623002, 0.290037, -0.772044, -0.565533
21726, -0.763476, 0.164789, -0.624459, 0.358272, -0.709498, -0.606840
21727, -0.765490, 0.184597, -0.616400, 0.363625, -0.678647, -0.638134
21728, -0.769178, 0.198833, -0.607314, 0.363045, -0.654559, -0.663137
21729, -0.744774, 0.254135, -0.617030, 0.334711, -0.692075, -0.639532
21730, -0.775278, 0.222557, -0.591112, 0.366582, -0.617959, -0.695517
21731, -0.775687, 0.248022, -0.580341, 0.322636, -0.656446, -0.681898
21732, -0.778416, 0.232508, -0.583103, 0.372944, -0.588893, -0.717020
21733, -0.782264, 0.149011, -0.604862, 0.167168, -0.915852, -0.365063
21734, -0.945791, -0.187071, -0.265486, 0.312424, -0.778086, -0.544953
21735, -0.953950, -0.178996, -0.240708, 0.294799, -0.803717, -0.516849
21736, -0.969308, -0.171428, -0.176225, 0.244060, -0.845323, -0.475252
21737, -0.996600, -0.053366, -0.062774, 0.058748, -0.972180, -0.226748
21738, -0.980897, -0.152042, -0.121343, 0.196057, -0.886173, -0.419832
21739, -0.989298, -0.122997, -0.078490, 0.149412, -0.922227, -0.356614
21740, -0.998447, -0.009879, -0.054822, 0.017035, -0.983943, -0.177670
21741, -0.993929, -0.097121, -0.051707, 0.111607, -0.945605, -0.305574
21742, -0.998065, -0.021047, -0.058511, 0.010320, -0.974550, -0.223933
21743, -0.998785, -0.009472, -0.048362, 0.020424, -0.983615, -0.179122
21744, -0.997951, -0.000325, -0.063986, 0.005407, -0.983231, -0.182282
21745, -0.997167, 0.036967, -0.065514, -0.026896, -0.986273, -0.162916
21746, -0.999813, 0.000708, -0.019313, 0.004155, -0.983616, -0.180229
21747, -0.998410, -0.009224, 0.055604, 0.001173, -0.985425, -0.170107
21748, -0.995090, -0.062397, -0.076826, 0.087462, -0.968875, -0.231586
21749, -0.971500, -0.167561, -0.167662, 0.226886, -0.847828, -0.479281
21750, -0.998942, -0.023986, -0.039244, 0.027019, -0.978186, -0.205969
21751, -0.989117, -0.107354, -0.100613, 0.153075, -0.922303, -0.354860
21752, -0.993032, -0.087380, -0.079070, 0.114522, -0.939015, -0.324247
21753, -0.777203, 0.165617, -0.607064, 0.199006, -0.866678, -0.457456
21754, -0.773640, 0.190030, -0.604458, 0.227924, -0.820266, -0.524609
21755, -0.773871, 0.199352, -0.601151, 0.296333, -0.741045, -0.602527
21756, -0.768786, 0.216776, -0.601645, 0.246792, -0.786126, -0.566657
21757, -0.764738, 0.253314, -0.592459, 0.295680, -0.702934, -0.646882
21758, -0.771507, 0.230085, -0.593159, 0.264154, -0.739587, -0.619059
21759, -0.741296, 0.252768, -0.621763, 0.300458, -0.733290, -0.609927
21760, -0.769802, 0.235193, -0.593371, 0.272662, -0.741966, -0.612489
21761, -0.885753, -0.025022, -0.463481, 0.375866, -0.729052, -0.572021
21762, -0.979536, -0.148079, -0.136313, 0.200921, -0.876853, -0.436761
21763, -0.988539, -0.125494, -0.083922, 0.154128, -0.913158, -0.377342
21764, -0.989752, -0.122012, -0.074195, 0.137506, -0.916235, -0.376305
21765, -0.993540, -0.102134, -0.049470, 0.117928, -0.939993, -0.320165
21766, -0.999235, -0.030066, -0.025024, 0.032383, -0.980110, -0.195794
21767, -0.999463, -0.028655, -0.015891, 0.030477, -0.981254, -0.190294
21768, -0.998872, -0.043613, -0.018778, 0.093407, -0.979771, -0.176986
21769, -0.995676, -0.086193, -0.034649, 0.108300, -0.967661, -0.227821
21770, -0.999190, -0.031184, -0.025447, 0.036766, -0.982424, -0.183005
21771, -0.998089, 0.015570, -0.059795, 0.005142, -0.989065, -0.147393
21772, -0.916889, 0.398952, 0.012327, -0.454461, -0.888239, 0.067053
21773, -0.998063, -0.058555, -0.021031, 0.040755, -0.971159, -0.234923
21774, -0.998718, -0.043897, -0.025208, 0.041250, -0.973971, -0.222886
21775, -0.981714, -0.143392, -0.125207, 0.179500, -0.880704, -0.438338
21776, -0.996902, -0.066817, -0.041485, 0.075283, -0.962884, -0.259203
